name,image,url,title
ش,https://cdn.salla.sa/vXZPEy/6cfd8312-c91f-462c-90a8-d822a9137ae1-500x500-jgmT8vMHsk6hk7KW9wlFY4s29VmdJHCi0PeU5wy7.jpg,https://elburoj.com/ar/قاطع-رئيسي-ثلاثي-القطب-من-شنايدر-40-امبير-easypact-ezc100n3040-tmd/p22259962,"قاطع رئيسي ثلاثي القطب EZC100N3040 من شنايدر"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/6cfd8312-c91f-462c-90a8-d822a9137ae1-500x500-jgmT8vMHsk6hk7KW9wlFY4s29VmdJHCi0PeU5wy7.jpg,https://elburoj.com/en/schneider-3-pole-main-circuit-breaker-40-amps-easypact-ezc100n3040-tmd/p22259962,"Schneider 3 Pole Main Circuit Breaker - 40 Amps - Easypact EZC100N3040,TMD"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/0e09e00a-9af7-4ec9-993e-77f6da18c5d5-500x500-QvrWtUWadNwUFdOa6kcjka2Ctp3xJ90vA5mfnqhV.jpg,https://elburoj.com/ar/قاطع-حمايه-من-التسريب-الارضي-من-شنايدر-1-بول-25-امبير-acti9-ic60-rcbo-a9d11825-c-curve/p755357380,"قاطع حمايه من التسريب الارضي من شنايدر - 1 بول - 25 امبير - Acti9 iC60 - RCBO A9D11825,C Curve"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/0e09e00a-9af7-4ec9-993e-77f6da18c5d5-500x500-QvrWtUWadNwUFdOa6kcjka2Ctp3xJ90vA5mfnqhV.jpg,https://elburoj.com/en/schneider-ground-leakage-protection-circuit-breaker-1-line-25-amps-acti9-ic60-rcbo-a9d11825-c-curve/p755357380,"Schneider Ground Leakage Protection Circuit Breaker - 1 Line - 25 Amps - Acti9 iC60 - RCBO A9D11825,C Curve"
ش,https://cdn.salla.sa/vXZPEy/8b0f4659-f197-4120-9d00-be654acef9b8-500x500-JhudhLCWwCNP4mociYuskFBA6hBXeJbhHPZGxEX4.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ريسبو-عمودية-من-شنايدر-18-بول-100-امبير-res318ez100-tpn/p2128803269,"لوحة توزيع كهربائية ريسبو عمودية من شنايدر - 18 بول- 100 امبير - RES318EZ100 ,TPN"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/8b0f4659-f197-4120-9d00-be654acef9b8-500x500-JhudhLCWwCNP4mociYuskFBA6hBXeJbhHPZGxEX4.jpg,https://elburoj.com/en/schneider-vertical-respo-electrical-distribution-panel-18-lines-100-amps-res318ez100-tpn/p2128803269,"Schneider Vertical RESPO Electrical Distribution Panel - 18 Lines - 100 Amps - RES318EZ100, TPN"
ش,https://cdn.salla.sa/vXZPEy/78681b2f-3b3e-4641-aa9f-750518692bc3-500x500-jRRjesxHtpjEKTKA7R2uOZWfNbeddjVaxbtNL0Hq.jpg,https://elburoj.com/ar/قاطع-رئيسي-ثلاثي-القطب-من-شنايدر-60-امبير-easypact-ezc100n3060-tmd/p445920199,"تسوق قاطع رئيسي ثلاثي القطب 60 امبير من شنايدر"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/78681b2f-3b3e-4641-aa9f-750518692bc3-500x500-jRRjesxHtpjEKTKA7R2uOZWfNbeddjVaxbtNL0Hq.jpg,https://elburoj.com/en/schneider-3-pole-main-circuit-breaker-60-amps-easypact-ezc100n3060-tmd/p445920199,"Schneider 3 Pole Main Circuit Breaker - 60 Amps - Easypact EZC100N3060,TMD"
ش,https://cdn.salla.sa/vXZPEy/5008c419-690f-4db0-8d4b-4875b673468d-500x500-9FzmykGoo4AK5sSMXmegE3DtNQRhbpJSGrlOeUN7.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-1-بول-40-امبير-acti9-ic60n-a9f44140-c-curve/p1180594625,"قاطع فرعي A9F44140 من شنايدر 1 بول 40 امبير"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/5008c419-690f-4db0-8d4b-4875b673468d-500x500-9FzmykGoo4AK5sSMXmegE3DtNQRhbpJSGrlOeUN7.jpg,https://elburoj.com/en/schneider-sub-breaker-1-line-40-amps-acti9-ic60n-a9f44140-c-curve/p1180594625,"Schneider Sub Breaker - 1 Line - 40 Amps - ACTI9 iC60N A9F44140,C Curve"
ش,https://cdn.salla.sa/vXZPEy/e79a0b80-753f-4986-832c-705f3b6ab46b-500x500-yHULFxLaNNdDpY1edK0YC3PnvtBm1O7eUqa55sgI.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائيه-صف-واحد-من-شنايدر-10-بول-40-امبير-dsp1row10-single-phase/p270831810,"تسوق لوحة توزيع كهربائيه صف واحد 10 خط , 40 امبير من شنايدر"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/e79a0b80-753f-4986-832c-705f3b6ab46b-500x500-yHULFxLaNNdDpY1edK0YC3PnvtBm1O7eUqa55sgI.jpg,https://elburoj.com/en/schneider-single-row-electrical-distribution-panel-10-lines-40-amps-dsp1row10-single-phase/p270831810,"Schneider Single Row Electrical Distribution Panel - 10 Lines - 40 Amps - DSP1ROW10 - Single phase"
ش,https://cdn.salla.sa/vXZPEy/54fa224b-9a37-4faa-889e-4bf70a6b897c-500x500-aCtlhA2SDjT0qgI73kHsFwK6Hjlx1xwbOrDHLkej.jpg,https://elburoj.com/ar/قاطع-حماية-الحمل-الزائد-اوفرلود-حراري-من-شنايدر-الفئة-a-10-37-50-امبير-lrd350/p1072619212,"اشترِ اوفرلود حراري , قاطع حماية الحمل الزائد , LRD350 من شنايدر"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/54fa224b-9a37-4faa-889e-4bf70a6b897c-500x500-aCtlhA2SDjT0qgI73kHsFwK6Hjlx1xwbOrDHLkej.jpg,https://elburoj.com/en/schneider-overload-protection-circuit-breaker-thermal-overload-class-a-10-37-50-amps-lrd350/p1072619212,"Schneider Overload Protection Circuit Breaker (Thermal Overload) - Class A 10 - 37 : 50 Amps - LRD350"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/8788fd26-b893-493c-bb24-0cb393a6d1bb-500x500-qPwtBt0X24v03N7xLzWdnzC8ENSl6FjmgEkndyxJ.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-1-بول-25-امبير-domae-17048-c-curve/p1536171214,"قاطع فرعي من شنايدر - 1 بول - 25 امبير - Domae 17048,C Curve"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/8788fd26-b893-493c-bb24-0cb393a6d1bb-500x500-qPwtBt0X24v03N7xLzWdnzC8ENSl6FjmgEkndyxJ.jpg,https://elburoj.com/en/schneider-sub-breaker-1-line-25-amps-domae-17048-c-curve/p1536171214,"Schneider Sub Breaker - 1 Line - 25 Amps - Domae 17048,C Curve"
ش,https://cdn.salla.sa/vXZPEy/bbe62e79-f2ec-4770-b2de-d331199f99f6-500x500-uyv4ByokAEXhBtMnySiaRxmU1KHY16bWtPrqLwr4.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-2-بول-50-امبير-acti9-ic60n-a9f44250-c-curve/p897399759,"قاطع فرعي A9F44250 من شنايدر 2 بول 50 امبير"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/bbe62e79-f2ec-4770-b2de-d331199f99f6-500x500-uyv4ByokAEXhBtMnySiaRxmU1KHY16bWtPrqLwr4.jpg,https://elburoj.com/en/schneider-sub-breaker-2-lines-50-amps-acti9-ic60n-a9f44250-c-curve/p897399759,"Schneider Sub Breaker - 2 Lines - 50 Amps - ACTI9 iC60N A9F44250,C Curve"
ش,https://cdn.salla.sa/vXZPEy/8eebf790-e0e8-4ef7-ae97-1399a016cfdf-500x500-YcgjbEjeFwDEFkA7UfiHiHC4QWBhINOBHGUY0ObK.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-24-بول-200-امبير-dbx324mez200/p1361541577,"لوحة توزيع كهربائية ديسبو من شنايدر - 24 بول - 200 امبير - DBX324MEZ200"
"24	ULTRA LIGHT إنارة خطية معلقة إضاءة منتشرة اللون 3000K	10	حبة",https://cdn.salla.sa/vXZPEy/8eebf790-e0e8-4ef7-ae97-1399a016cfdf-500x500-YcgjbEjeFwDEFkA7UfiHiHC4QWBhINOBHGUY0ObK.jpg,https://elburoj.com/en/schneider-dispo-electrical-distribution-board-24-lines-200-amps-dbx324mez200/p1361541577,"Schneider Dispo Electrical Distribution Board - 24 Lines - 200 Amps - DBX324MEZ200"
ش,https://cdn.salla.sa/vXZPEy/b1768763-6cf5-43fe-a346-1a8dfe0164b8-500x500-A1izTzEsyV4mCL2RUai9ktpsVZpqc0sIBcltrXMu.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-30-بول-100-امبير-dbx330mez100fd/p1320666836,"لوحة توزيع كهربائية ديسبو من شنايدر - 30 بول - 100 امبير - DBX330MEZ100FD"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/b1768763-6cf5-43fe-a346-1a8dfe0164b8-500x500-A1izTzEsyV4mCL2RUai9ktpsVZpqc0sIBcltrXMu.jpg,https://elburoj.com/en/schneider-dispo-electrical-distribution-panel-30-lines-100-amps-dbx330mez100fd/p1320666836,"Schneider Dispo Electrical Distribution Panel - 30 Lines - 100 Amps - DBX330MEZ100FD"
ش,https://cdn.salla.sa/vXZPEy/28bfaf05-de26-4157-a4b8-2c3fc75eb586-500x500-CEHqKuS8k3Nu4HITDemCO3SjSbTVFwWa88ZelwYT.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-30-بول-100-امبير-dbx330mez100/p412935637,"لوحة توزيع كهربائية ديسبو من شنايدر - 30 بول - 100 امبير - DBX330MEZ100"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/28bfaf05-de26-4157-a4b8-2c3fc75eb586-500x500-CEHqKuS8k3Nu4HITDemCO3SjSbTVFwWa88ZelwYT.jpg,https://elburoj.com/en/schneider-despo-electrical-distribution-board-30-lines-100-amps-dbx330mez100/p412935637,"Schneider Despo Electrical Distribution Board - 30 Lines - 100 Amps - DBX330MEZ100"
ش,https://cdn.salla.sa/vXZPEy/06331014-36ce-4baf-816d-8881aeddba55-500x500-8E4fdY1S4pWka9do8BahG7hwpUThd8SDxT6m5SXb.jpg,https://elburoj.com/ar/شنايدر-قاطع-حماية-الحمل-الزائد-اوفرلود-حراري-الفئة-a-10-12-18-امبير-lrd21/p371409616,"اشترِ اوفرلود حراري قاطع حماية الحمل الزائد LRD21 من شنايدر"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/06331014-36ce-4baf-816d-8881aeddba55-500x500-8E4fdY1S4pWka9do8BahG7hwpUThd8SDxT6m5SXb.jpg,https://elburoj.com/en/schneider-overload-protection-circuit-breaker-thermal-overload-class-a-10-12-18-amps-lrd21/p371409616,"Schneider Overload Protection Circuit Breaker (Thermal Overload) - Class A 10 - 12 : 18 Amps - LRD21"
ش,https://cdn.salla.sa/vXZPEy/4b5855de-35d8-4d38-b907-3b63b79184ce-500x500-TSTPVCmwtI5H78npElsT9sx9oPFTJ4evLHA5JSWK.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-3-بول-40-امبير-acti9-ic60n-a9f44340-c-curve/p1611162065,"قاطع فرعي A9F44340 من شنايدر 3 بول 40 امبير"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/4b5855de-35d8-4d38-b907-3b63b79184ce-500x500-TSTPVCmwtI5H78npElsT9sx9oPFTJ4evLHA5JSWK.jpg,https://elburoj.com/en/schneider-sub-breaker-3-lines-40-amps-acti9-ic60n-a9f44340-c-curve/p1611162065,"Schneider Sub Breaker - 3 Lines - 40 Amps - ACTI9 iC60N A9F44340,C Curve"
ش,https://cdn.salla.sa/vXZPEy/a1473baa-61e2-4994-8126-5a77149fe31d-500x500-NVoPC3lXgW4cMRdxti4yP43TmxLLDMb9nInHg0Qb.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-24-بول-250-امبير-dbx324mez250fd/p263434195,"لوحة توزيع كهربائية ديسبو من شنايدر - 24 بول - 250 امبير - DBX324MEZ250FD"
"24	ULTRA LIGHT إنارة خطية معلقة إضاءة منتشرة اللون 3000K	10	حبة",https://cdn.salla.sa/vXZPEy/a1473baa-61e2-4994-8126-5a77149fe31d-500x500-NVoPC3lXgW4cMRdxti4yP43TmxLLDMb9nInHg0Qb.jpg,https://elburoj.com/en/schneider-dispo-electrical-distribution-board-24-lines-250-amps-dbx324mez250fd/p263434195,"Schneider Dispo Electrical Distribution Board - 24 Lines - 250 Amps - DBX324MEZ250FD"
ش,https://cdn.salla.sa/vXZPEy/104ab6af-1531-43fc-937a-e5327a312e9b-500x500-zvpHVLK1Ub3Amx4Eelx4Z3N2cqaTPSfxA0UWWxSY.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-30-بول-250-امبير-dbx330mez250fd/p1462709215,"لوحة توزيع كهربائية ديسبو من شنايدر - 30 بول - 250 امبير - DBX330MEZ250FD"
ش,https://cdn.salla.sa/vXZPEy/ba647e3a-c087-4e3b-b4cc-9cd673768c82-500x500-FU0qBysJ0v9R8q2lPsn6mlaZ4l0KoElIrDVS3Rdn.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ريسبو-عمودية-من-شنايدر-30-بول-60-امبير-res330ez60-tpn/p1926326745,"لوحة توزيع كهربائية ريسبو عمودية من شنايدر - 30 بول - 60 امبير - RES330EZ60,TPN"
ش,https://cdn.salla.sa/vXZPEy/11355d0e-ad04-4fcb-8e47-f4f897140e33-500x500-zr2PazSqRywOuTiMEr1zL16q6e6GjIBDrxDtrWLV.jpg,https://elburoj.com/ar/قاطع-حماية-الحمل-الزائد-اوفرلود-حراري-من-شنايدر-الفئة-a-10-110-140-امبير-lrd4369/p1287620826,"اشترِ اوفرلود حراري شنايدر 110 : 140 امبير LRD4369"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/11355d0e-ad04-4fcb-8e47-f4f897140e33-500x500-zr2PazSqRywOuTiMEr1zL16q6e6GjIBDrxDtrWLV.jpg,https://elburoj.com/en/schneider-overload-protection-circuit-breaker-thermal-overload-class-a-10-110-140-amps-lrd4369/p1287620826,"Schneider Overload Protection Circuit Breaker (Thermal Overload) - Class A 10 - 110 : 140 Amps - LRD4369"
ش,https://cdn.salla.sa/vXZPEy/973eb79e-cc0e-43a0-8955-37e30542a201-500x500-DqrUZRhqrlCPRmTzaWhwmpdlDDRnLJPtBbHzRDAu.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-2-بول-32-امبير-acti9-ic60n-a9f44232-c-curve/p1751234084,"قاطع فرعي A9F44232 من شنايدر 2 بول 32 امبير"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/973eb79e-cc0e-43a0-8955-37e30542a201-500x500-DqrUZRhqrlCPRmTzaWhwmpdlDDRnLJPtBbHzRDAu.jpg,https://elburoj.com/en/schneider-sub-breaker-2-lines-32-amps-acti9-ic60n-a9f44232-c-curve/p1751234084,"Schneider Sub Breaker - 2 Lines - 32 Amps - ACTI9 iC60N A9F44232,C Curve"
ش,https://cdn.salla.sa/vXZPEy/efefda33-621f-4b34-9a21-a040cdc403c5-500x500-TNaz27FqiTPb0smxpjWDWnYbzxdbm33H9R32K9s8.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-3-بول-32-امبير-acti9-ic60n-a9f44332-c-curve/p338424870,"قاطع فرعي A9F44332 من شنايدر 3 بول 32 امبير"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/efefda33-621f-4b34-9a21-a040cdc403c5-500x500-TNaz27FqiTPb0smxpjWDWnYbzxdbm33H9R32K9s8.jpg,https://elburoj.com/en/schneider-sub-breaker-3-lines-32-amps-acti9-ic60n-a9f44332-c-curve/p338424870,"Schneider Sub Breaker - 3 Lines - 32 Amps - ACTI9 iC60N A9F44332,C Curve"
ش,https://cdn.salla.sa/vXZPEy/d0009337-2252-46e7-8524-108b85740d94-500x500-oUtJm1zC5WZ1MDG0L8vB4BhRNkzXsD0n536usoI8.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-24-بول-250-امبير-dbx324mez250/p1643123495,"لوحة توزيع كهربائية ديسبو من شنايدر - 24 بول - 250 امبير - DBX324MEZ250"
"24	ULTRA LIGHT إنارة خطية معلقة إضاءة منتشرة اللون 3000K	10	حبة",https://cdn.salla.sa/vXZPEy/d0009337-2252-46e7-8524-108b85740d94-500x500-oUtJm1zC5WZ1MDG0L8vB4BhRNkzXsD0n536usoI8.jpg,https://elburoj.com/en/schneider-dispo-electrical-distribution-board-24-lines-250-amps-dbx324mez250/p1643123495,"Schneider Dispo Electrical Distribution Board - 24 Lines - 250 Amps - DBX324MEZ250"
ش,https://cdn.salla.sa/vXZPEy/b3ec1e1f-16d7-4fa2-8212-12b6df1ea4d5-500x500-yyWcSExJi4YxD8I8Glb2QqUy0KFSScyDL5TEjSFn.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-30-بول-60-امبير-dbx330mez60/p230314273,"تسوق لوحة توزيع كهربائية ديسبو - 30 خط - 60 امبير من شنايدر"
ش,https://cdn.salla.sa/vXZPEy/7b18a8f2-da30-4fdf-bb58-6e6b3e3805fb-500x500-WyQLmR5SEyS6oYyMN801JXQXDiTFIOZvIWndLPNe.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-36-بول-200-امبير-dbx336mez200/p695050019,"تسوق لوحة توزيع كهربائية ديسبو 36 خط , 200 امبير من شنايدر"
ش,https://cdn.salla.sa/vXZPEy/22134784-f4dd-4d47-850f-991bfb6eb03f-500x500-sBD6dEibUL4xNIj3Rrni8IyEqApHFmwWbPqiE5Qw.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-42-بول-150-امبير-dbx342mez150fd/p1893276463,"لوحة توزيع كهربائية ديسبو من شنايدر - 42 بول - 150 امبير - DBX342MEZ150FD"
"150 AMP SUB-PANEL 18 WAY SET",https://cdn.salla.sa/vXZPEy/22134784-f4dd-4d47-850f-991bfb6eb03f-500x500-sBD6dEibUL4xNIj3Rrni8IyEqApHFmwWbPqiE5Qw.jpg,https://elburoj.com/en/schneider-despo-electrical-distribution-board-42-lines-150-amps-dbx342mez150fd/p1893276463,"Schneider Despo Electrical Distribution Board - 42 Lines - 150 Amps - DBX342MEZ150FD"
ش,https://cdn.salla.sa/vXZPEy/23d93cd3-16d6-45cf-acbb-8d60c47deeb3-500x500-Myo3J2xRDSNNMnvCSSFDCraBDoBELuTzKAF9dBGY.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-30-بول-250-امبير-dbx330mez250/p478370089,"لوحة توزيع كهربائية ديسبو من شنايدر - 30 بول - 250 امبير - DBX330MEZ250"
ش,https://cdn.salla.sa/vXZPEy/d26b5a39-2f42-498f-bc62-24785c4256a3-500x500-3AQs9MjTrO3bsN1jBNnUU8ORpIqUXrlY3QtYHQ8Z.jpg,https://elburoj.com/ar/قاطع-رئيسي-ثلاثي-القطب-من-شنايدر-100-امبير-ecompact-nsx100f-lv429630-tmd/p1744356661,"قاطع رئيسي ثلاثي القطب من شنايدر - 100 امبير - ECompact Nsx100F LV429630,TMD"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/d26b5a39-2f42-498f-bc62-24785c4256a3-500x500-3AQs9MjTrO3bsN1jBNnUU8ORpIqUXrlY3QtYHQ8Z.jpg,https://elburoj.com/en/schneider-3-pole-main-breaker-100-a-ecompact-nsx100f-lv429630-tmd/p1744356661,"Schneider 3 Pole Main Breaker - 100 A - ECompact Nsx100F LV429630,TMD"
ش,https://cdn.salla.sa/vXZPEy/a7462c65-627f-443b-8b72-f40db13de2c2-500x500-izpHBHrYstwr38cKU5aCpKhVwaHeMLNlEKQsgXYY.jpg,https://elburoj.com/ar/قاطع-حمايه-من-التسريب-الارضي-من-شنايدر-1-بول-20-امبير-acti9-ic60-rcbo-a9d11820-c-curve/p60949303,"تسوق قاطع حمايه من التسريب Acti9 iC60 من شنايدر"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/a7462c65-627f-443b-8b72-f40db13de2c2-500x500-izpHBHrYstwr38cKU5aCpKhVwaHeMLNlEKQsgXYY.jpg,https://elburoj.com/en/schneider-ground-leakage-protection-circuit-breaker-1-line-20-amps-acti9-ic60-rcbo-a9d11820-c-curve/p60949303,"Schneider Ground Leakage Protection Circuit Breaker - 1 Line - 20 Amps - Acti9 iC60 - RCBO A9D11820,C Curve"
"C Channel 1mm",https://cdn.salla.sa/vXZPEy/43e98e35-ad1e-4262-b8dc-45bcd18ece0a-500x500-PjrFkizuytPS8phVDanR3Msb5sCRFvCuTlsszNeW.jpg,https://elburoj.com/ar/كونتاكتور-ثلاثي-القطب-من-شنايدر-440-فولت-حد-اقصى-40-امبير-tesys-d-contactor-lc1d40m7/p2134446592,"كونتاكتور ثلاثي القطب من شنايدر - 440 فولت حد اقصى - 40 امبير - TeSys D contactor LC1D40M7"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/43e98e35-ad1e-4262-b8dc-45bcd18ece0a-500x500-PjrFkizuytPS8phVDanR3Msb5sCRFvCuTlsszNeW.jpg,https://elburoj.com/en/schneider-3-pole-contactor-440-volts-maximum-40-amps-tesys-d-contactor-lc1d40m7/p2134446592,"Schneider 3 Pole Contactor - 440 Volts Maximum - 40 Amps - TeSys D Contactor LC1D40M7"
"C Channel 1mm",https://cdn.salla.sa/vXZPEy/94406c28-b25a-4a75-85ed-b9f04491abe0-500x500-sY4seDE0FGGUiGFBOuArd5MLKNEyiUNTyzCCiprb.jpg,https://elburoj.com/ar/كونتاكتور-ثلاثي-القطب-من-شنايدر-440-فولت-حد-اقصى-150-امبير-tesys-d-contactor-lc1d150m7/p1959296771,"اشترِ كونتاكتور ثلاثي القطب 150 امبير LC1D150M7 من شنايدر"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/94406c28-b25a-4a75-85ed-b9f04491abe0-500x500-sY4seDE0FGGUiGFBOuArd5MLKNEyiUNTyzCCiprb.jpg,https://elburoj.com/en/schneider-3-pole-contactor-440-volts-maximum-150-amps-tesys-d-contactor-lc1d150m7/p1959296771,"Schneider 3 Pole Contactor - 440 Volts Maximum - 150 Amps - TeSys D Contactor LC1D150M7"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/f605d68f-ca85-4a92-b743-78f41d41dec9-500x500-8uhehejAqmrHUohdQA1yczyPcRnw1u6rUySFuclB.jpg,https://elburoj.com/ar/قاطع-حماية-الحمل-الزائد-اوفرلود-حراري-من-شنايدر-الفئة-a-10-16-24-امبير-lrd22/p1542404361,"قاطع حماية الحمل الزائد ( اوفرلود حراري ) من شنايدر - الفئة A 10 - 16 : 24 امبير - LRD22"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/f605d68f-ca85-4a92-b743-78f41d41dec9-500x500-8uhehejAqmrHUohdQA1yczyPcRnw1u6rUySFuclB.jpg,https://elburoj.com/en/schneider-overload-protection-circuit-breaker-thermal-overload-class-a-10-16-24-amps-lrd22/p1542404361,"Schneider Overload Protection Circuit Breaker (Thermal Overload) - Class A 10 - 16 : 24 Amps - LRD22"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/58f32785-4e46-4f50-b72b-77a4305362c3-500x500-GNG7K1NsP4T9yNzqu39ZNOJiTYvVsKeJMYG98o9g.jpg,https://elburoj.com/ar/قاطع-حماية-الحمل-الزائد-اوفرلود-حراري-من-شنايدر-الفئة-a-10-23-32-امبير-lrd32/p901011466,"قاطع حماية الحمل الزائد ( اوفرلود حراري ) من شنايدر - الفئة A 10 - 23 : 32 امبير - LRD32"
ش,https://cdn.salla.sa/vXZPEy/8dc58e0c-5c75-4502-b755-0a1d3bc1be20-500x500-QTSHbgFjHDZzeoMiCjQjCQBLE4KrQG9pURH94Paa.jpg,https://elburoj.com/ar/قاطع-حماية-الحمل-الزائد-اوفرلود-حراري-من-شنايدر-الفئة-a-10-30-40-امبير-lrd340/p2099364886,"تسوق اوفرلود حراري قاطع حماية الحمل الزائد من شنايدر - LRD340"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/8dc58e0c-5c75-4502-b755-0a1d3bc1be20-500x500-QTSHbgFjHDZzeoMiCjQjCQBLE4KrQG9pURH94Paa.jpg,https://elburoj.com/en/schneider-overload-protection-circuit-breaker-thermal-overload-class-a-10-30-40-amps-lrd340/p2099364886,"Schneider Overload Protection Circuit Breaker (Thermal Overload) - Class A 10 - 30: 40 Amps - LRD340"
ش,https://cdn.salla.sa/vXZPEy/bc33c86b-413a-4574-819f-8472bb4f9685-500x500-lEUnrLi02DLu1YuI9MvjV1xdTuINanb1omW6Chrp.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-3-بول-20-امبير-acti9-ic60n-a9f44320،c-curve/p1151156242,"قاطع فرعي ACTI9 iC60N من شنايدر 3 بول 20 امبير"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/bc33c86b-413a-4574-819f-8472bb4f9685-500x500-lEUnrLi02DLu1YuI9MvjV1xdTuINanb1omW6Chrp.jpg,https://elburoj.com/en/schneider-sub-breaker-3-lines-20-amps-acti9-ic60n-a9f44320-c-curve/p1151156242,"Schneider Sub Breaker - 3 Lines - 20 Amps - ACTI9 iC60N A9F44320,C Curve"
ش,https://cdn.salla.sa/vXZPEy/693007fb-9dc5-4c43-a09c-cc77630fc588-500x500-q53cF7ZPaHLNQH3M1SW7pEO2y2wBXHtgcSR3jkoH.jpg,https://elburoj.com/ar/قاطع-رئيسي-ثلاثي-القطب-من-شنايدر-80-امبير-easypact-ezc100n3080،tmd/p1466320922,"اشترِ قاطع رئيسي ثلاثي القطب 80 امبير EZC100N3080 من شنايدر"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/693007fb-9dc5-4c43-a09c-cc77630fc588-500x500-q53cF7ZPaHLNQH3M1SW7pEO2y2wBXHtgcSR3jkoH.jpg,https://elburoj.com/en/schneider-3-pole-main-circuit-breaker-80-amp-easypact-ezc100n3080-tmd/p1466320922,"Schneider 3 Pole Main Circuit Breaker - 80 Amp - Easypact EZC100N3080, TMD"
ش,https://cdn.salla.sa/vXZPEy/561fc47a-36c3-4ef8-aa7f-3b1d63425959-500x500-wJ4xvoVp0b7BpUrGI2X7TxSedkB27UJ5YoIEzjcO.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-18-بول-100-امبير-dbx318mez100/p558061339,"شنايدر لوحة توزيع كهربائية ديسبو 18 خط DBX318MEZ100"
